dictionary_id,arabic,our_arabic,our_romanization,english,our_english,our_pos,our_category,sources,rank,page,situation,match
1208,حرامي,حَرَامِي,7araami,Thief!,thief,Noun,Household,phrases,,,Emergencies,exact
1282,مَركِز الشُرطة,مَرْكَز شُرْطَة,markaz shurta,Police station,police station,Noun,City & Places,phrases,,,Emergencies,english-only
1281,مَحكَمة,مَحْكَمَة,ma7kame,Court,court (legal),Noun,City & Places,phrases,,,Emergencies,exact
1561,مُحَامِي,مُحَامِي,mu7aami,Lawyer Noun,lawyer,Noun,Professions,phrases,,,Emergencies,exact
2280,جَوّاز,جَوَاز سَفَر,jawaaz safar,Passport,passport,Noun,Transportation,phrases,,,Emergencies,english-only
1717,تَلِفون,تَلَفُون,talafoon,Telephone Noun,phone / telephone,Noun,Technology,phrases,,,Emergencies,exact
1684,مَصاري,مَصَارِي,masaari,Money Noun,money,Noun,Money & Shopping,phrases,,,Emergencies,exact
2181,مَتى,مَتَى,mata,When,when (MSA/formal),Adverb,Idioms & Expressions,phrases,,,Question words,exact
20,لَيش,لَيْش,leish,Why Functional,why,Adverb,Question Words,phrases,,,Question words,exact
22,قَدَّيش,قَدِّيش,addeish,How much Functional,how much / how many,Adverb,Question Words,phrases,,,Question words,exact
367,أكيد,أَكِيد,akeed,Definitely Functional,sure / definitely / of course,Adverb,Conversational Fillers,phrases,,,Response words,exact
366,طَبعاً,طَبْعًا,tab3an,Of course,of course / naturally,Adverb,Conversational Fillers,phrases,,,Response words,exact
1171,ذَهبي,ذَهَبِي,dhahabi,Gold Adjective,gold / golden,Adjective,Colors,phrases,,,Colours,exact
1809,شو بتِشتَغِل؟,شُو بْتِشْتِغِل؟,shu btishtaghil?,What do you work as?,What do you do for work? (to m.),Phrase,Professions,phrases,,,Work,exact
1560,مُهَندَس,مُهَنْدِس,muhandis,Engineer Noun,engineer,Noun,Professions,phrases,,,Work,exact
1577,طَبّاخ,طَبَّاخ,tabbaakh,Chef Noun,cook / chef,Noun,Professions,phrases,,,Work,exact
1570,خَبّاز,خَبَّاز,khabbaaz,Baker,baker,Noun,Professions,phrases,,,Work,exact
1448,البَحر المَيت,البَحِر المَيِّت,ilba7ir ilmayyit,The dead sea,the Dead Sea,Noun,City & Places,phrases,,,Sightseeing,exact
1266,كَنيسة,كْنِيسَة,kneese,Church Noun,church,Noun,City & Places,phrases,,,Sightseeing,exact
799,أبو,أَبُو,abu,Father,father,Noun,Family,phrases,,,Family,exact
801,أخو,أَخ,akh,Brother,brother,Noun,Family,phrases,,,Family,english-only
812,خالة,خَالَة,khaale,Aunt (mother's side) Noun,maternal aunt,Noun,Family,phrases,,,Family,exact
811,خال,خَال,khaal,Uncle (mother's side) Noun,maternal uncle,Noun,Family,phrases,,,Family,exact
810,عمّة,عَمَّة,3amme,Aunt (father's side) Noun,paternal aunt,Noun,Family,phrases,,,Family,exact
60,عمّ,عَمْ,3:00 AM,Uncle (father's side) Noun,(progressive marker),Particle,Particles,phrases,,,Family,exact
807,جِدّ,جَدّ,jadd,Grandfather Noun,grandfather (formal),Noun,Family,phrases,,,Family,exact
808,جِدّة,جَدَّة,jadde,Grandmother Noun,grandmother (formal),Noun,Family,phrases,,,Family,exact
853,أُنف,أَنْف,anf,Nose Noun,nose,Noun,Body,phrases,,,Body Parts,exact
855,فَم,ثُمّ,thumm,Mouth,mouth,Noun,Body,phrases,,,Body Parts,english-only
864,بَطن,بَطِن,batin,Belly Noun,stomach / belly,Noun,Body,phrases,,,Body Parts,exact
859,كَتف,كَتِف,katif,Shoulder Noun,shoulder,Noun,Body,phrases,,,Body Parts,exact
883,كُوع,كُوع,koo3,Elbow Noun,elbow,Noun,Body,phrases,,,Body Parts,exact
875,معِدة,مَعِدَة,ma3ide,Stomach Noun,stomach (organ),Noun,Body,phrases,,,Body Parts,exact
867,رُكبة,رُكْبَة,rukbe,Knee Noun,knee,Noun,Body,phrases,,,Body Parts,exact
284,مَبروك,مَبْرُوك,mabrook,Congratulations,congratulations,Phrase,Blessings & Wishes,phrases,,,Occasions,exact
1846,بالتَوفيق,بِالتَّوْفِيق,bittawfee',Good luck,good luck,Phrase,Blessings & Wishes,phrases,,,Occasions,exact
2267,عِيد ميلادَك سَعيد,يَوْم مِيلَاد سَعِيد,yom milaad sa3eed,Happy Birthday,Happy birthday,Phrase,Blessings & Wishes,phrases,,,Occasions,english-only
457,عِيد مُبارَك,عِيد مُبَارَك,3eed mubaarak,Happy Eid,blessed Eid / happy Eid,Phrase,Blessings & Wishes,phrases,,,Occasions,exact
1353,كيف الجَو؟,كِيف الجَوّ؟,keef iljauw?,How's the weather?,How's the weather?,Phrase,Nature & Weather,phrases,,,Weather,exact
634,بَرد,بَرَّد,barrad,Cold Adjective,cooled down,Verb,Cooking,phrases,,,Weather,exact
952,لَطيف,لَطِيف,lateef,Fresh,nice / kind / cute,Adjective,Personality,phrases,,,Weather,exact
1349,ضَباب,ضَبَاب,dabaab,Fog Noun,fog,Noun,Nature & Weather,phrases,,,Weather,exact
474,بِالكاد,بِالكَاد,bilkaad,Barely,barely / hardly,Adverb,Adverbs,phrases,,,Adverbs,exact
193,دايماً,دَايْمًا,dayman,Always Functional,always,Adverb,Time,phrases,,,Adverbs,exact
195,مَرّات,أَحْيَانًا,a7yaanan,Sometimes,sometimes,Adverb,Time,phrases,,,Adverbs,english-only
1552,بِالعادة,بِالعَادَة,bil3aade,Usually,usually,Adverb,Adverbs,phrases,,,Adverbs,exact
203,قَليلاً,نَادِرًا,naadiran,Rarely,rarely,Adverb,Time,phrases,,,Adverbs,english-only
194,أبَداً,أَبَدًا,abadan,Never Functional,never,Adverb,Time,phrases,,,Adverbs,exact
415,يِمكِن,يِمْكِن,yimkin,Perhaps Functional,maybe / perhaps,Adverb,Conversational Fillers,phrases,,,Adverbs,exact
1303,حادِث,حَادِث,7aadith,Accident Noun,accident,Noun,Transportation,phrases,,,Dictionary,exact
1128,مكَيِّف,مُكَيِّف,mukayyif,Air conditioning Adjective,air conditioner,Noun,Household,phrases,,,Dictionary,exact
316,كُلّ,كُلّ,kull,All Noun,all / every / each,Pronoun,Pronouns,phrases,,,Dictionary,exact
896,حَساسية,حَسَاسِيَّة,7asaasiyye,Allergy Noun,allergy,Noun,Health & Medical,phrases,,,Dictionary,exact
908,إسعاف,إِسْعَاف,is3aaf,Ambulance Noun,ambulance / first aid,Noun,Health & Medical,phrases,,,Dictionary,exact
882,ذِراع,ذْرَاع,dhraa3,Arm Noun,arm,Noun,Body,phrases,,,Dictionary,exact
1699,جِهاز الصرافة,صَرَّاف آلِي,sarraaf aali,ATM,ATM,Noun,Money & Shopping,phrases,,,Dictionary,english-only
832,طِفل,طِفِل,tifil,Baby Noun,child / baby,Noun,Family,phrases,,,Dictionary,exact
1736,بَطارية,بَطَّارِيَّة,battaariyye,Battery,battery,Noun,Technology,phrases,,,Dictionary,exact
39,خَلف,وَرَا,wara,Behind,behind,Preposition,Prepositions,phrases,,,Dictionary,english-only
1107,بَطَنيّة,بَطَّانِيَّة,battaaniyye,Blanket,blanket,Noun,Household,phrases,,,Dictionary,english-only
1658,شَركة,شَرِكَة,sharike,Business Noun,company,Noun,Professions,phrases,,,Dictionary,exact
1276,مُخَيِّم,مُخَيَّم,mukhayyam,Camp site,refugee camp,Noun,City & Places,phrases,,,Dictionary,exact
1705,عِلبة,عِلْبَة,3ilbe,Can Noun,box / can / package,Noun,Money & Shopping,phrases,,,Dictionary,exact
1719,كُمبيوتَر,كَمْبْيُوتَر,kambyootar,Computer Noun,computer,Noun,Technology,phrases,,,Dictionary,exact
2662,عَدَسة الأصقة,عَدَسَات,3adasaat,Contact lenses,contact lenses,Noun,Health & Medical,phrases,,,Dictionary,english-only
2555,تاريخ,تَارِيخ,taareekh,Date Noun,history,Noun,Education,phrases,,,Dictionary,exact
2287,تأخير,تَأخِير,ta'kheer,Delay,delay,Noun,Transportation,phrases,,,Dictionary,exact
1693,خَصم,خَصِم,khasim,Discount,discount,Noun,Money & Shopping,phrases,,,Dictionary,exact
1219,مَصعَد,أَسَانْسِير,asaanseer,Elevator,elevator,Noun,Household,phrases,,,Dictionary,english-only
1728,بَريد الَكتروني,إِيمَيل,eemeil,Email,email,Noun,Technology,phrases,,,Dictionary,english-only
1871,سَعر التَحويل,سِعِر الصَّرِف,si3ir issarif,Exchange rate,exchange rate,Noun,Money & Shopping,phrases,,,Dictionary,english-only
1070,شَوكة,شُوكَة,shooke,Fork Noun,fork,Noun,Food & Drink,phrases,,,Dictionary,exact
1716,هَدية,هَدِيَّة,hadiyye,Gift Noun,gift / present,Noun,Money & Shopping,phrases,,,Dictionary,exact
115,نُص,نُصّ,nuss,Half Noun,half,Noun,Numbers,phrases,,,Dictionary,exact
891,حَرارة,حَرَارَة,7araara,Heat Noun,fever / temperature,Noun,Health & Medical,phrases,,,Dictionary,exact
1301,طَريق عام,أُوتُوسْتْرَاد,otoostraad,Highway,highway,Noun,Transportation,phrases,,,Dictionary,english-only
1664,إجازة,إِجَازَة,ijaaze,Holiday,vacation / leave,Noun,Professions,phrases,,,Dictionary,exact
1085,حار,حَارّ,7aarr,Hot,spicy / hot,Adjective,Food & Drink,phrases,,,Dictionary,exact
1671,هَوية,هُوِيَّة,huwiyye,Identity card,identity / ID card,Noun,Culture & Customs,phrases,,,Dictionary,exact
884,مَريض,مَرِيض,mareed,Ill Noun,sick / ill,Adjective,Health & Medical,phrases,,,Dictionary,exact
1507,مُهِمّ,مُهِمّ,muhimm,Important Adjective,important,Adjective,Adjectives (Abstract),phrases,,,Dictionary,exact
2234,ضَرَر,ضَرَر,darar,Injury,harm / damage,Noun,Adjectives (Abstract),phrases,,,Dictionary,exact
2653,تأمين,تَأمِين,ta'meen,Insurance,insurance,Noun,Money & Shopping,phrases,,,Dictionary,exact
1723,إنتَرنِت,إِنْتِرْنِت,internet,Internet,internet,Noun,Technology,phrases,,,Dictionary,exact
648,شُغل,شَغَّل,shagghal,Job Noun,turned on (device/machine),Verb,Household,phrases,,,Dictionary,exact
1701,كيلوغرام,كِيلُو,keelo,Kilogram,kilogram,Noun,Money & Shopping,phrases,,,Dictionary,english-only
1071,سَكينة,سِكِّينَة,sikkeene,Knife Noun,knife,Noun,Food & Drink,phrases,,,Dictionary,exact
1236,مَغسَل,غَسِيل,ghaseel,Laundry,laundry,Noun,Household,phrases,,,Dictionary,english-only
1536,أقَل,أَقَلّ,a'all,Less,less / least,Adjective,Adjectives (Abstract),phrases,,,Dictionary,exact
1754,رِسالة,رِسَالَة,risaale,Letter Noun,message / letter,Noun,Communication,phrases,,,Dictionary,exact
1119,ضَوء,نُور,noor,Light,light,Noun,Household,phrases,,,Dictionary,english-only
1104,قِفل,قُفِل,ufil,Lock,lock,Noun,Household,phrases,,,Dictionary,exact
1329,ضايع,ضَايِع,daay3,Lost Adjective,"lost (person, m.)",Adjective,Directions,phrases,,,Dictionary,exact
1188,كبريت,كِبْرِيت,kibrit,Matches,matches,Noun,Household,phrases,,,Dictionary,exact
889,دَوا,دَوَا,dawa,Medicine Noun,medicine / medication,Noun,Health & Medical,phrases,,,Dictionary,exact
1867,مانيو,مِنْيُو,minyu,Menu,menu,Noun,Money & Shopping,phrases,,,Dictionary,english-only
1291,موتور,مُوتُور,mutoor,Motorcycle,motorcycle / motor,Noun,Transportation,phrases,,,Dictionary,exact
1301,أوتوستراد,أُوتُوسْتْرَاد,otoostraad,Motorway,highway,Noun,Transportation,phrases,,,Dictionary,exact
858,رَقبة,رَقَبَة,ra'abe,Neck Noun,neck,Noun,Body,phrases,,,Dictionary,exact
486,رَقم,رَقَم,ra'am,Number,number (formal),Noun,Numbers,phrases,,,Dictionary,exact
2566,طَرد,طَرَد,tarad,Package,fired / kicked out,Verb,Common Verbs,phrases,,,Dictionary,exact
2280,جَواز السَفر,جَوَاز سَفَر,jawaaz safar,Passport,passport,Noun,Transportation,phrases,,,Dictionary,english-only
1297,بَنزين,بَنْزِين,benzeen,Petrol,gasoline / petrol,Noun,Transportation,phrases,,,Dictionary,exact
888,صَيدَلية,صَيْدَلِيَّة,saidaliyye,Pharmacy Noun,pharmacy,Noun,Health & Medical,phrases,,,Dictionary,exact
1280,مَكتَب البَريد,مَكْتَب بَرِيد,maktab bareed,Post office,post office,Noun,City & Places,phrases,,,Dictionary,english-only
1244,طَريق,طَرِيق,taree',Road Noun,road / way,Noun,City & Places,phrases,,,Dictionary,exact
2390,دوش,دُشّ,dush,Shower,shower,Noun,Household,phrases,,,Dictionary,english-only
872,جِلد,جِلِد,jilid,Skin Noun,skin,Noun,Body,phrases,,,Dictionary,exact
1143,تَنورة,تَنُّورَة,tannoora,Skirt Noun,skirt,Noun,Clothing,phrases,,,Dictionary,exact
459,شوَي شوَي,شْوَيّ شْوَيّ,shwayy shwayy,Slowly,little by little / slowly,Phrase,Adverbs,phrases,,,Dictionary,exact
1134,صابون,صَابُون,saaboon,Soap Noun,soap,Noun,Household,phrases,,,Dictionary,exact
1284,مَوقِف,مَوْقِف,maw'if,Stop (bus) Noun,parking lot / bus stop,Noun,City & Places,phrases,,,Dictionary,exact
1411,دَرَجة,دَرَجَة,daraje,Temperature Noun,degree (temperature),Noun,Nature & Weather,phrases,,,Dictionary,exact
1295,تَذكِرة,تَذْكَرَة,tadhkara,Ticket Noun,ticket,Noun,Transportation,phrases,,,Dictionary,exact
1135,مَنشَفة,مَنْشَفَة,manshafe,Towel,towel,Noun,Household,phrases,,,Dictionary,exact
1298,عَجل,عَجَل,3ajal,Tyre Noun,wheel / tire,Noun,Transportation,phrases,,,Dictionary,exact
215,عُطلة,عُطْلَة,3utle,Vacation Noun,holiday / vacation / day off,Noun,Time,phrases,,,Dictionary,exact
1695,مَحفَظة,مَحْفَظَة,ma7faze,Wallet Noun,wallet,Noun,Money & Shopping,phrases,,,Dictionary,exact
1488,دافي,دَافِي,daafi,Warm Adjective,warm,Adjective,Adjectives (Physical),phrases,,,Dictionary,exact
214,نَهاية الأُسبوع,آخِر الأُسْبُوع,aakhir il'usboo3,Weekend,weekend,Phrase,Time,phrases,,,Dictionary,english-only
2660,كُرسي المُقَعِّدين,كُرْسِي مُتَحَرِّك,kursi muta7arrik,Wheelchair,wheelchair,Noun,Health & Medical,phrases,,,Dictionary,english-only
1102,شُبّاك,شُبَّاك,shubbaak,Window Noun,window,Noun,Household,phrases,,,Dictionary,exact
